ID x y V BV pmRA pmDE
213 477.7576843799318 1154.134216244368 19.298838575847803 1.1530507980851805 4.012807235568869 -5.2359677081641856
214 322.3220369145238 1553.9295190409953 16.49537079805786 1.759200161130148 5.090653491756395 -3.0269510555105086
215 1249.1600973013615 1746.9048620735953 19.466585100392074 0.9469333883188347 4.49134763351437 -5.486967914188657
216 893.7110285640915 282.0324746328424 17.842173608721584 1.641652845637008 3.9247692829740046 -1.527610147252402
217 1628.1021195273415 962.5330501457838 20.0894426810458 1.5611576051532712 4.479961321371103 -6.644713724119976
218 1355.838429375242 1525.639380716956 19.389902725408515 0.9733753548456946 6.242210560837487 -4.997762262054344
219 818.9854413269734 1041.5252257115515 20.173737608601893 -0.39920403493473305 1.9930341970291225 -6.333758880610919
220 641.9783624208783 197.82494066118034 19.90233943818764 3.022850133982205 2.5978517047107386 -4.908515124160593
221 481.34498627424955 1419.4145193364714 20.20665365243575 0.9761595978251808 3.735651578159794 -3.832346429837128
222 1583.997824691961 2008.215440513717 19.293622954361147 0.6227416844586809 0.3304496727017474 -4.660102691455346
223 2023.47677366102 249.63925997663614 17.329547778591856 0.2661854999100595 3.9343234405458083 -4.780096391109224
224 474.18852003232564 465.5445695160472 19.64195333403875 1.4055600857152621 4.270882380524372 -6.010135428515134
225 690.0677600511115 1932.6596702086113 20.754933738237916 0.8382964105903518 3.3031299395534965 -4.851349508524969
226 480.2958767482655 874.0695365747893 19.382151769826056 1.6129709732740696 0.4416490717344326 -5.221800206752093
227 1614.0084415069027 2047.3013084104612 19.8775701295022 1.4465375999945465 3.4783600594293977 -6.555447910292793
228 1244.7621799881151 1049.2922117810629 21.476996249983177 0.11423364494458854 2.1483914099013717 -6.225698272347001
229 679.8830879063025 1563.3374726524428 19.397696445699562 0.6378240187132739 6.7264021482689795 -3.2792233257164263
230 446.4880004106594 178.6907295029007 19.508632625532353 1.5267992545179412 4.349968007739208 -6.594970354659037
231 262.61767546573446 342.4738396090959 18.800620427560325 1.1537372108386104 5.480364000995406 -5.693782078695699
232 829.0649792272368 386.44039331142903 20.74809508657793 1.1212899089911605 3.475001100923016 -4.628996355724238
233 54.87444410893954 661.6265682253661 16.747470664412717 0.31982321319683815 1.7087173860554068 -3.831024853845598
234 787.0501431547659 1177.162129657592 18.77789462572018 0.8123266393217865 4.876860221868133 -4.879959671606625
235 2021.8568015300004 437.2945168092531 17.24891152145683 1.129999053644221 5.733833925398159 -1.2810072681006597
236 1404.53048694625 1457.336642889336 18.370332972716316 0.25731804655044344 3.513636818665579 -3.5083054763598245
237 1958.6622838916528 1665.250328562136 20.256709389205955 0.6594880814380518 1.1799266228083916 -3.564764282576733
238 1738.1095166309497 6.1866393124209935 15.062950442206727 1.065595814170364 3.683965399318356 -6.638589186620485
239 2026.3726513199636 314.957528427487 20.03341499434077 2.025104787644823 4.118637587958669 -7.346680872028664
240 1397.1740545152554 1409.9603764528401 16.671303594061882 -0.009481763451136008 6.665071386863598 -5.1985036947623575
241 1290.0732423931647 177.53630177463333 17.532876032326953 1.3249554672531605 6.896147470277179 -5.03494596419749
242 1031.293623780479 1841.8860794162365 19.639536047501682 0.14566056251388684 3.385453625562901 -5.91700235651197
243 1837.4393425274036 585.7779924335362 19.323373257520252 1.4990932139135524 6.23066010716393 -7.332265802804187
244 1486.967394809809 1446.5573050437863 18.604264164244842 1.2319268287291751 8.058061396738928 -2.7207012627965925
245 317.68464209657213 1929.9338054543437 18.974018201789914 1.4349249645198627 0.5480305638726697 -4.151026723358445
246 1200.8824023883442 1244.7207273534084 19.459108143763288 2.347929487863531 5.304755871142607 -0.29305441284113254
247 6.8187977448315 1910.5903360273314 20.377072726612344 -0.19618212160326448 3.9823799332630005 -6.142830822122373
248 1858.2878839632 1772.5662462124942 19.18759836831756 0.2949697012821446 -0.6897514126103532 -7.5582692042753425
249 1314.6579956386215 1746.0183123174045 20.55971272488786 1.063632186359898 2.7274098708771417 -2.9896284155993125
250 53.15514908980322 1836.8559393823855 18.50581933745213 1.0435150922133265 4.445938211411354 -2.8911265497916485
251 1702.8345175816921 1487.4406298900353 18.55324298333022 1.4308953231648236 3.9171998313596217 -3.6647273741729025
252 62.76437945490875 1073.2061043007702 19.18073741574047 0.29091856924221676 3.107990384389906 -6.676606272660041
253 1409.5551524365367 1275.6952739782264 21.277398853171714 1.4914592463160286 2.3337613161281707 -4.421502282268711
254 1686.0004856476437 1156.0537563348105 19.971656764732778 1.3198054166887556 6.047649447120764 -5.55007365532142
255 388.9167403828526 388.19719541801055 19.726243145661467 1.3163828475472128 2.6520794396120166 -1.6025846782494217
256 1422.090543449764 381.30360377892 18.141329490419402 1.8784986317075252 4.31441156694654 -4.143060996727954
257 1689.137002567842 347.54604160433155 20.65369239419454 0.5011299675153189 2.2985790522599157 -2.1062364035472583
258 65.47401335266386 716.3420832601005 19.99429904662966 1.2486836998474025 4.073551160074204 -3.839955705659671
259 1977.3957423036356 746.3594712274564 20.063971603054313 0.564574323555841 0.3697391347338681 -3.397824604052449
260 1906.8658610777914 1758.222649709394 15.728630011066677 0.5057105259673402 7.225280042255886 -6.568574654249012
261 1164.16341095466 1031.981455890881 19.016776315891516 1.1846720336100283 4.459091429323477 -3.5193100860726982
262 1749.7178203206313 892.0061890339707 19.562026200846706 0.9550486238808135 3.8903207353445137 -4.839215346728107
263 190.53867167884118 1775.4725401094572 19.94062707319434 1.8578020017872323 7.662295400269841 -6.882042472699128
264 1994.1855520917857 603.2977020820629 11.734577437522596 1.6587501701232839 4.680593787961686 -7.720647974057382
265 991.9602928732995 1240.989104369303 19.361500050775266 0.960812580754739 4.890313904529122 -4.92638399774953
266 931.219010439622 1379.3797129784066 19.932087520077104 1.3167157787796866 2.49846978321357 -2.0898334610442375
267 46.730716311972174 1683.389079096983 20.55877175933385 0.5598474341410776 9.541398301083365 -7.181999044416973
268 1316.4571017606665 1953.1100733988503 20.00557860399269 0.536338961342025 3.490402438637539 -4.851833322977447
269 607.3076944727395 1461.3734910137443 18.719979656091866 0.9635887586150923 3.6687757873082596 -5.431449144845759
270 1571.421399594825 1321.05719608963 21.212869238465622 0.7479371248605741 4.83690359295605 -2.7383925198983827
271 959.9026557881525 1890.085544288811 20.12918906925309 1.5789165322817273 6.648442785951046 -3.5776381956307644
272 1296.886087676226 140.566838071343 18.466959431522152 0.633191481694529 9.126565679346765 -0.60864561569824
273 1438.1496113479197 619.3656196925178 17.787812395244877 0.2531088585605819 3.049539240502983 -2.466791245838104
274 367.94706407143326 807.6547522127339 20.01558749894191 0.5279611585809165 6.250811772896148 -5.456925940799045
275 1793.4194502873108 1381.1353633014912 21.293967129181535 1.1562997271171764 5.328082517864891 -4.612874638933004
276 1090.6528287668773 60.57245651240237 20.374993236006265 1.172978564949704 3.057242168691659 -5.61972235761843
277 1593.3888468473003 360.14030561995173 16.711472308502312 0.23918144873497424 3.3372840212629065 -5.067063187687723
278 345.7576499663687 1986.275202229279 15.093335149103721 0.5702063682650418 -0.8204980974229255 -6.36095280526399
279 1345.7429776168499 1491.341770701136 20.21939061629563 1.05774482603325 8.75575728690394 -2.730045254449366
280 126.43439288907325 1221.2650875466916 19.65425324799644 1.6780404097402049 7.820623458836996 -4.140053978852752
281 482.0669188584684 244.76726551904017 18.079895888697042 0.5200921191727623 3.681685699427921 -1.5228850557206521
282 1822.385244033089 1854.55892702684 18.825382880495262 1.6616022838021063 5.619304108064966 -2.343917454351723
283 1958.7684781818948 101.06576400674726 20.026885024903294 2.1252503846461184 4.512651558819869 -4.49338119325423
284 317.9923726823599 386.0131349730234 20.189884870416247 1.2298332963629783 5.2010736037467895 -9.208060056237041
285 854.3871667325927 1426.3061870343836 20.964693102496437 0.5526230382939786 4.582805035303777 -5.957337586548366
286 648.0152870699794 1730.6715815109033 20.96168286482263 1.0219084202162132 6.247294461893389 -1.002294740822531
287 1592.208198529878 1070.4241323163178 15.317798402673679 0.1026275738456063 4.353723453778831 -6.84856638434557
288 1097.8939885745563 851.3265305953116 18.620051788537257 0.4587492908236855 4.5575994991145174 -8.016386860396764
289 1879.5192200995539 1240.8887667453725 17.25256924438264 0.6031601183702433 5.916550706583779 -0.398381076304144
290 1811.2433802114729 1959.4639400645933 21.283746689624238 0.7743450979050255 2.933905623915619 -6.99908166989354
291 1460.9629682344757 1095.4692965004292 15.309133841577328 -0.2974575821345985 3.8971551545799947 -4.622225171218134
292 466.8823151184645 278.735015241969 18.141728664041317 0.9903049320513867 1.1861182626641593 -5.172465827022183
293 1530.1589537520044 1264.1371214442954 20.184528676331745 0.5378656257383069 4.990184029196242 -4.1442219012632195
294 636.892823360193 514.6393501067598 19.882093930160092 1.2529182414169464 3.7887821286416066 -0.08154328720184889
295 801.2743759169648 1240.2941506334305 20.704057156238733 0.6374707763687509 1.2199582205076305 -5.660729217182371
296 592.0975303252048 1125.7841416076074 19.153665951956143 2.247653575980172 0.6371668985549461 -8.824997706779833
297 1564.0891954395802 317.71096157109855 17.555341508833337 -0.11599538161888046 3.3868414193271024 -4.288342089322403
298 2012.7155586715282 798.2009875400365 16.823534442212 2.9909091448211416 3.174529394626804 -3.0765606758073902
299 1008.5749532325794 880.5664581192771 18.955932673236216 1.3577317592866716 3.0019083886872373 -2.2744503507001252
2100 1033.6579467959095 820.2367317451301 20.599622664615758 0.6835022856359554 4.375166154328382 -2.2695178968704224
2101 1826.9434152795916 1744.243121515882 16.030557765333512 2.1029261434896522 4.419565472858029 -5.997561304933025
2102 870.1704248741776 1360.4484054929774 18.6030637491667 -0.06688237212892564 5.453243352183515 -5.599780299541441
2103 441.33590918908067 1226.731022511394 20.685672741485376 0.914326825829318 0.7518536025006703 -6.009613052604665
2104 589.1097737472369 1499.7386445140116 14.539625256939468 0.4198334062187639 2.685077304715434 -3.1503523230493955
2105 288.97257996465396 1898.0541125360212 20.43942772986295 2.857887515263371 6.0481381352013175 -5.877257835747843
2106 1064.36987011647 101.15307128334757 17.244486566089382 2.004176807635507 2.0661819923973166 -6.510671240206545
2107 2.3016539588954856 1483.8369023804505 19.74301805223295 0.7176910586765866 5.788255177249455 -6.329515555800506
2108 237.63318380054966 1595.6667729182598 12.855165779387693 0.8317353823114758 5.259304482389577 -2.4903737095106773
2109 1175.2041362239318 1034.4938092650093 19.559951465421296 0.9989842283464067 4.208733982593378 -3.3659485033607
2110 815.0770485263213 1969.0149206658368 18.044070843902695 0.061254635313207725 6.306069280434527 -2.6570026347069975
2111 958.8376950087675 262.2712198070658 18.626039270499845 1.2146324131587423 5.449424997573004 -5.386916260089093
2112 1046.4433162151454 1817.0364795358705 19.987517544702847 0.9920371907563363 3.18146190865542 -3.977183938105046
2113 93.95921073803811 1583.0751259752078 18.51338739797711 1.743583971296276 5.150755665750062 -7.826037730417235
2114 580.1944740552856 266.08856678984216 19.006479851680936 1.271135541235646 7.468332789166851 -5.132817636303049
2115 774.3449758284576 1892.6988320714327 20.63877016776345 0.7879969194944543 6.11148885614387 -4.204126943009553
2116 345.9734495770456 1656.830496806419 20.73284676340294 0.7876466166989851 3.184777545232182 -3.8429092625414105
2117 737.594329777555 1957.9597627322846 18.731532240434685 1.5943715545876638 0.25017352881601074 -3.4925795854421926
2118 1334.083422467699 7.72456549364415 19.319628552791798 1.960647545090048 3.1318198058317295 -5.594899742168555
2119 1166.742894025671 1664.385845834121 17.591646427367596 0.452782197347706 2.548304997754058 -2.0045246598991695
2120 569.303379290709 1369.4549117718016 15.719922599567095 1.1864063578994413 4.131247241768538 -8.867152089121223
2121 1329.1020567173414 354.29803313691514 19.426509090928363 0.08720530303369033 3.449007025045029 -0.6087242713822079
2122 1893.411675703254 327.27509437037247 19.892897015861355 1.2630112469670691 5.714822859741103 -3.2176976802755375
2123 1254.322092276045 50.227174635726215 21.17277871591565 0.9960344227846792 3.4306142513751836 -4.924071790878851
2124 686.1990827089353 825.4597849316535 17.90090191359117 0.1102059747905931 5.555096589002803 -5.074846238874245
2125 1052.2096414762002 1642.9836186054692 20.497346592465536 1.0632033792597553 4.416554170667318 -5.159005370439809
2126 1265.5302117989224 1279.4348908387215 16.012371014444675 1.2084064761437374 3.1303998008775857 -4.402768487335275
2127 335.2117855475533 533.8007560839678 20.691511244506295 0.8809419905735244 6.2614524563468095 -3.538201680669096
2128 811.9065381025371 1019.5205305913855 20.161590332232613 1.7444741414807248 6.606591268816709 -4.757008296392616
2129 797.4501558318043 666.8179654355429 20.77030526588988 0.956307269917145 2.3689055787763813 -2.2732515942615192
2130 1601.6636619652181 522.4430849812995 16.54759285251061 0.5877986317673755 0.8768541832113108 -4.244928274282337
2131 2009.715299999301 2035.0900905829203 19.52579202311678 1.8913822286338646 3.537655374325635 -4.637661397979302
2132 1835.9557266189995 267.1406472514384 19.967382228900018 1.5231166574549042 3.82009616939533 -0.1445280084949374
2133 1096.5171693028317 56.10554392397489 17.26096392358931 2.3915617309887898 5.280326742448672 -7.966615967435277
2134 45.959493150042135 556.2511528330642 19.02949787398231 0.29768963309336005 7.58061827083691 -4.511260816338769
2135 1399.859165891467 1000.5022496320528 18.68163459806092 1.5834443192785266 3.8753236452721502 -5.544545100002464
2136 2007.5689823858281 1170.8402535360656 19.945886479326866 1.1942172473415178 2.609142869798493 -3.2471593865922834
2137 18.58805637895921 2006.2495119321688 17.38876507400342 1.4829963848170875 1.3996593380978735 -4.7603953191638055
2138 1333.1909905160192 660.2482038669687 20.244965653398946 1.0477155870718111 2.0873121392666887 -6.781144177406256
2139 939.7920855909745 2043.1108440714358 17.98620223202588 0.3422670060525679 8.236626759155541 -4.06484523988905
2140 1226.8640355287355 135.0732754497717 19.6015934234455 -0.23118323724044262 4.870895554453576 -3.42331165820125
2141 811.5721278924784 1304.0439940038298 18.771802451013976 1.3555195092458572 5.518704077308218 -4.610504490886084
2142 613.9595402383472 409.83310681005196 20.264198606139157 -0.13789510352977355 3.396700695559593 -3.0223459199335325
2143 1745.4705822199417 1007.8290815046689 18.85793629981001 2.2517146345619183 7.05648055750025 -2.597261783999404
2144 1667.1081110682487 532.3711524088258 18.515797648337344 1.2193069239532304 -1.434448220439978 -6.238590198240942
2145 1415.6455562532274 183.42385397849034 15.773184800422758 1.2279875021950193 4.396393559621993 -3.251187089554082
2146 624.5716163857578 1510.1091969536683 20.386094517492918 1.7691007710735005 3.6990728520096026 -5.68040048420646
2147 1561.442042633211 117.7110557940573 19.918027968298176 0.9065679190864493 1.8215837370976051 -3.033721851181947
2148 1870.6175608210194 1016.9870133492111 20.26726649595913 2.8651097170230666 3.111463563941987 -3.185305676473244
2149 2022.848017697109 1475.4725716135927 20.334635838332225 -0.08078455256531669 8.191871828633131 -5.834298556757767
2150 101.29576072595091 121.55252531073097 17.192354143351903 -0.3143855073497621 6.393186199304704 -6.65911287001239
2151 1111.21312134077 785.236785055321 19.567172017541004 2.9981579923466404 3.1516157170296237 -4.613158261662527
2152 1595.3652578385756 1190.861316534886 20.082142176970997 2.0486748377939006 4.691448231208126 -4.148813972241312
2153 1261.1740924634012 38.24002156335837 15.266025512093485 0.8753704346277936 6.242535778332629 -4.860979594201402
2154 429.3763417629161 1128.6376890225729 18.683722979746666 0.9621835395725218 4.108554975361228 -4.172425719463727
2155 1168.8332891242733 675.8527184520508 20.671015818012453 0.2071186391283441 4.7946831529967495 -4.316863351459979
2156 338.02669022253303 1111.9307782285375 16.797264215666125 1.371954912904484 0.8591919046544425 -3.7148660866609964
2157 1340.496544181236 554.537959812593 19.30705154135499 1.188860715748717 7.691925327192131 -8.708014973295949
2158 1747.564299945238 1275.148803171525 20.438258916718258 1.6889916883441736 2.771108352155593 -4.313562181978615
2159 1330.9144561144328 788.4460869711763 18.718985184338106 1.5033695338586834 4.37427071947248 -4.636957523067464
2160 521.6047699726071 1083.0388026123173 19.278377071257008 0.17828369217226742 2.3729961695834625 -3.3008421459721355
2161 1182.1382385088436 389.265186902074 20.846600046983255 0.7588826437456914 4.706936557174868 -1.644281237513571
2162 864.4197981366624 1168.680938258376 18.56680912244385 0.8777402111006986 5.848569521018197 -4.820642480256455
2163 786.251373416341 1502.4850323437634 20.32128399286324 0.6452555182663662 4.836824486323854 -4.5575138609710555
2164 1106.4824579441013 1383.7444244456315 18.740849253451838 0.15949396946878658 2.579796169251484 -3.23846713244093
2165 1426.0668355064042 1630.5321384214844 20.163142193092575 1.5077656827268424 0.8076643436793685 -7.637921035540188
2166 1423.1300512577993 1682.493296527027 21.106013187549372 0.7502080425040527 3.325911518809219 -7.352064371893303
2167 1512.541819450175 260.2739571287334 15.22977411404456 0.6072148385074654 6.934963767969025 -4.634183940289576
2168 21.680839998800366 680.7889671631285 19.00425877355836 0.15930795735519349 5.882282186349723 -5.139524381213633
2169 1924.3528899289456 513.0900690790181 19.161514600009504 2.7473686256894916 0.7231453159338601 -6.338692218909718
2170 1370.464139345306 1356.7762719293808 17.834299176917785 0.6473261110973072 8.773023158271542 -0.15736059736894337
2171 917.8275453494939 1542.9606820950594 20.51970424814416 1.1862888006117724 4.64621510074677 -5.425617153171831
2172 1306.5201144032997 1940.290000127927 20.468065693082128 0.8294969417018778 0.9363374043421935 -7.198731921846559
2173 1622.9141361962447 1918.7713950417801 19.832351009179934 1.421473355873407 3.0797652160777265 -2.1934885925247407
2174 1826.7449224759368 428.26234691658215 16.438980318039604 1.085324042173084 3.275663640700877 -5.931436425810473
2175 1704.8304795145948 768.6023062030042 19.751769587741705 0.2884662308421264 3.3236819135746627 -7.106718089891117
2176 647.5366102551684 1746.8464771041736 20.030326299806514 1.126869842116351 5.69452065212984 -5.927793761686947
2177 830.4388782877286 491.03429951130465 20.316737398466415 1.1061328851813714 4.343252467945607 -6.713848820087962
2178 827.7817934287634 956.4988526786553 17.865932812572545 1.1356930074886202 1.256060577484745 -4.23307568516917
2179 998.8106797172254 121.40314910178904 17.09025467699993 1.8317548431898865 2.8956217402438758 -4.165169783162672
2180 901.1649422270173 1519.0545354450198 20.35482993456803 2.019702812303685 7.912090766991186 -5.18613458949526
2181 549.0658667779558 88.8162777424202 19.21124623673812 0.5259257643495334 6.52966059501898 0.7738798777441183
2182 1387.492008466407 1847.960117603333 18.601388325528596 2.8322456027393876 4.359964985694424 -6.417880103197714
2183 1704.4890861395638 192.0684001269792 20.621016600676796 0.7751047762734181 3.2066086063007297 -5.398431760293893
2184 72.19035620862724 745.7582656479656 20.341189099721895 1.0560065724338785 5.5257760363906625 -4.313044542082039
2185 758.1209849123788 1236.8706724714368 20.71764517620441 1.2795884439944765 1.1917277879818498 -2.44609972656295
2186 810.8161366416252 344.0660868404668 20.31696682302584 0.9920916762945828 4.340091843981508 -5.070619857160069
2187 116.19869847247014 758.1479447215693 20.22083451071511 0.36871544231728565 5.340863850008203 -1.2155704806886103
2188 938.5333094968914 1240.8079349423965 17.768944805797712 1.8441270562140668 4.68363881859955 -2.95492177547577
2189 535.0554264934481 1807.3790064057494 17.358538272712433 1.2131858672960663 0.7247897048080056 -2.162437800732492
2190 639.930682277512 1872.293726778382 17.277370639264063 1.9492404498709504 2.0285462591377477 -4.008051891936446
2191 1564.5559395731632 567.7440800651375 20.47444254620304 0.23782072190766398 6.895357717306807 -2.937082265606322
2192 1141.2198310547208 1197.1864016465145 20.6557318791104 0.871036221214125 1.3934281251752223 -6.417758484114569
2193 758.189863345425 1733.9958311718012 19.073120100738016 0.5718444599269207 3.622588723981179 -4.9202824435390475
2194 166.66621317461022 749.4818349058608 19.106506358683337 0.657614866573768 6.042833216806513 -6.664772130368606
2195 1861.0522985979833 1336.7840015160903 17.43502008802387 1.1554805745481074 6.388387945478744 -2.9962081447543736
2196 538.7527369956629 1513.5933003339596 20.01691296499773 1.993656997079609 9.2160540447623 -6.848017728120354
2197 794.5974944719803 1791.761982507979 19.21543197525031 0.6868139220989957 5.988661031817761 -7.154436836824356
2198 316.5685849683141 1991.5244405088063 13.882780609826906 1.3452226690432718 7.37975259673196 -2.064084915004761
2199 416.5635764316255 15.715719470516433 17.60993951766894 1.9400911408433388 3.449703389369784 -5.936401267861109
2200 1925.9471504270446 1783.1983009539647 21.059362312386014 1.016386465010898 4.733205354160519 -3.852859710713912
2201 342.5695631602473 1341.889433882087 20.171107034924546 1.1393346214702524 5.041638128863082 -2.80631811406435
2202 1353.2319788262596 1614.8815289406025 19.225444196057214 0.20240584912254025 4.848812521564453 -6.28231683758929
2203 56.0841369841969 472.6453647376461 19.820222531656114 1.388715993276265 3.689509902302591 -2.3887891843761775
2204 1668.5782151881479 483.5998164726502 19.03641685587714 1.1953603327895437 3.9171991608671224 -5.152966616965814
2205 363.9851323722578 728.4445051643002 21.43557022210908 0.8545348225090053 4.3223251319568154 -7.621286771762906
2206 660.0577856077136 161.17835687452543 20.102993700760358 0.8561474008795831 5.6895722584878925 -6.825366102161994
2207 834.4608669597521 1613.868357375364 20.33179896797808 1.2606336357792807 5.668500535882742 -0.8989858915015168
2208 883.1717480699097 815.0434952692378 19.983503658637876 -0.14039659248144432 1.8725209116936736 -0.6682489764396129
